n,d,degree,seed,basis_size_m,generator_type,solver,method,round,status,value,solve_time,wall_time,error,basis_condition
3,3,6,1,20,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,0,infeasible,-inf,0.017852264,0.8402897270862013,,1.0
3,3,6,1,20,hard_sos_random_psd_gram,CLARABEL,sos_basis_sdsos,0,optimal,0.8788838571607722,0.034956499,1.7980667419033125,,406581.64341169904
3,3,6,2,20,hard_sos_random_psd_gram,CLARABEL,sos,0,optimal,0.8882317976408242,0.015454521,0.19121641502715647,,1.0
3,3,6,2,20,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,0,infeasible_inaccurate,-inf,0.023483228,0.9041766399750486,,1.0
3,3,6,2,20,hard_sos_random_psd_gram,CLARABEL,sos_basis_sdsos,0,optimal,0.8882317008612485,0.027704752,1.7605242530116811,,366995.9196324407
3,3,6,3,20,hard_sos_random_psd_gram,CLARABEL,sos,0,optimal,1.2313509024024458,0.017949727,0.18891220702789724,,1.0
3,3,6,3,20,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,0,infeasible,-inf,0.029389896,1.3425876019755378,,1.0
3,3,6,3,20,hard_sos_random_psd_gram,CLARABEL,sos_basis_sdsos,0,optimal,1.23135070167419,0.037884747,2.347431077971123,,528482.1346206603
3,3,6,4,20,hard_sos_random_psd_gram,CLARABEL,sos,0,optimal,0.6954793719144259,0.023470482,0.28420817700680345,,1.0
3,3,6,4,20,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,0,infeasible,-inf,0.02765865,1.266423919936642,,1.0
3,3,6,4,20,hard_sos_random_psd_gram,CLARABEL,sos_basis_sdsos,0,exception,,,2.2769068860216066,"SolverError(""Solver 'CLARABEL' failed. Try another solver, or solve with verbose=True for more information."")",454512.5573303006
3,3,6,5,20,hard_sos_random_psd_gram,CLARABEL,sos,0,optimal,0.6077902483834954,0.021994291,0.2636148569872603,,1.0
3,3,6,5,20,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,0,infeasible,-inf,0.02517682,1.2867941199801862,,1.0
3,3,6,5,20,hard_sos_random_psd_gram,CLARABEL,sos_basis_sdsos,0,exception,,,2.322868184070103,"SolverError(""Solver 'CLARABEL' failed. Try another solver, or solve with verbose=True for more information."")",401090.6882296399
3,3,6,6,20,hard_sos_random_psd_gram,CLARABEL,sos,0,optimal,1.037508905962692,0.025556914,0.28067678096704185,,1.0
3,3,6,6,20,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,0,infeasible,-inf,0.015639254,0.8901028109248728,,1.0
3,3,6,6,20,hard_sos_random_psd_gram,CLARABEL,sos_basis_sdsos,0,exception,,,1.4763722659554332,"SolverError(""Solver 'CLARABEL' failed. Try another solver, or solve with verbose=True for more information."")",485968.10487871204
3,3,6,7,20,hard_sos_random_psd_gram,CLARABEL,sos,0,optimal,1.1265965229055428,0.016865354,0.18505263200495392,,1.0
3,3,6,7,20,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,0,infeasible,-inf,0.028710411,1.2582141859456897,,1.0
3,3,6,7,20,hard_sos_random_psd_gram,CLARABEL,sos_basis_sdsos,0,exception,,,2.1213715239427984,"SolverError(""Solver 'CLARABEL' failed. Try another solver, or solve with verbose=True for more information."")",354916.3354718865
3,3,6,8,20,hard_sos_random_psd_gram,CLARABEL,sos,0,optimal,3.1162690064658203,0.022428559,0.2736664960393682,,1.0
3,3,6,8,20,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,0,infeasible,-inf,0.014549306,0.7509176259627566,,1.0
3,3,6,8,20,hard_sos_random_psd_gram,CLARABEL,sos_basis_sdsos,0,optimal,3.116268230301659,0.019751983,1.3756988339591771,,498673.2419277352
3,3,6,9,20,hard_sos_random_psd_gram,CLARABEL,sos,0,optimal,0.379070626322176,0.02143215,0.1815252210944891,,1.0
3,3,6,9,20,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,0,infeasible,-inf,0.025200684,1.2289807460037991,,1.0
3,3,6,9,20,hard_sos_random_psd_gram,CLARABEL,sos_basis_sdsos,0,optimal,0.37907011558317855,0.033955942,2.1604659421136603,,502709.4789653468
4,2,4,0,15,hard_sos_random_psd_gram,CLARABEL,sos,0,optimal,0.22377895228826603,0.00818158,0.1628206060267985,,1.0
4,2,4,0,15,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,0,infeasible,-inf,0.010245943,0.6539230829803273,,1.0
