n,d,degree,seed,basis_size_m,generator_type,solver,method,round,status,value,solve_time,wall_time,error,basis_condition,is_success,finite_value,sos_value,gap_to_sos,rel_gap_to_sos
2,2,4,2,6,hard_sos_random_psd_gram,CLARABEL,sos_basis_sdsos,0,optimal,0.005100993248333416,0.000732866,0.10160772199742496,,333107.4696038697,True,0.005100993248333416,0.005101027504257142,3.425592372610642e-08,3.425592372610642e-08
2,2,4,3,6,hard_sos_random_psd_gram,CLARABEL,sos,0,optimal,0.04129795093797926,0.000646166,0.027481697965413332,,1.0,True,0.04129795093797926,0.04129795093797926,0.0,0.0
2,2,4,3,6,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,0,optimal,-2185.907019231919,0.00182315,0.12737251201178879,,1.0,True,-2185.907019231919,0.04129795093797926,2185.948317182857,2185.948317182857
2,2,4,3,6,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,1,optimal,-55.60100829909272,0.001497618,0.10743820201605558,,420.33791566043806,True,-55.60100829909272,0.04129795093797926,55.6423062500307,55.6423062500307
2,2,4,3,6,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,2,optimal,-6.176795955086692,0.001216069,0.10112562892027199,,96.01795829913796,True,-6.176795955086692,0.04129795093797926,6.218093906024671,6.218093906024671
2,2,4,3,6,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,3,optimal,-2.9194788178616893,0.000955742,0.1007093678927049,,76.16006680594649,True,-2.9194788178616893,0.04129795093797926,2.9607767687996684,2.9607767687996684
2,2,4,3,6,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,4,optimal,-1.0806448079186963,0.001162981,0.0997572949854657,,149.67101732408963,True,-1.0806448079186963,0.04129795093797926,1.1219427588566755,1.1219427588566755
2,2,4,3,6,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,5,optimal,-0.4100328124401472,0.001090996,0.1227441750233993,,101.65590275492481,True,-0.4100328124401472,0.04129795093797926,0.4513307633781265,0.4513307633781265
2,2,4,3,6,hard_sos_random_psd_gram,CLARABEL,sos_basis_sdsos,0,optimal,0.04129777521745947,0.000679729,0.09948101209010929,,342670.80730234756,True,0.04129777521745947,0.04129795093797926,1.757205197877587e-07,1.757205197877587e-07
2,2,4,4,6,hard_sos_random_psd_gram,CLARABEL,sos,0,optimal,0.019903160084920744,0.00068635,0.02805173397064209,,1.0,True,0.019903160084920744,0.019903160084920744,0.0,0.0
2,2,4,4,6,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,0,optimal_inaccurate,-1544.4073839530045,0.001520768,0.10522502206731588,,1.0,True,-1544.4073839530045,0.019903160084920744,1544.4272871130893,1544.4272871130893
2,2,4,4,6,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,1,optimal,-13.767750509002102,0.001454942,0.10258485097438097,,243.40099445130826,True,-13.767750509002102,0.019903160084920744,13.787653669087023,13.787653669087023
2,2,4,4,6,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,2,optimal,-0.13021912327124885,0.00124026,0.10174747498240322,,16.153060342680543,True,-0.13021912327124885,0.019903160084920744,0.1501222833561696,0.1501222833561696
2,2,4,4,6,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,3,optimal,0.01830432358759248,0.001113986,0.13018898700829595,,21.81653010872955,True,0.01830432358759248,0.019903160084920744,0.0015988364973282647,0.0015988364973282647
2,2,4,4,6,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,4,optimal,0.019902690023806208,0.001213253,0.10367869294714183,,152.9595516830062,True,0.019902690023806208,0.019903160084920744,4.7006111453598565e-07,4.7006111453598565e-07
2,2,4,4,6,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,5,optimal,0.019902752806241972,0.000735485,0.10119170602411032,,14881.889390754617,True,0.019902752806241972,0.019903160084920744,4.072786787719107e-07,4.072786787719107e-07
2,2,4,4,6,hard_sos_random_psd_gram,CLARABEL,sos_basis_sdsos,0,optimal,0.01990284233434635,0.000740697,0.10108427901286632,,254878.79426038027,True,0.01990284233434635,0.019903160084920744,3.1775057439398235e-07,3.1775057439398235e-07
2,2,4,5,6,hard_sos_random_psd_gram,CLARABEL,sos,0,optimal,0.10451342088703804,0.000689835,0.027434779913164675,,1.0,True,0.10451342088703804,0.10451342088703804,0.0,0.0
2,2,4,5,6,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,0,optimal,-818.7509438030094,0.001350133,0.10598054400179535,,1.0,True,-818.7509438030094,0.10451342088703804,818.8554572238965,818.8554572238965
